file,model,normal,pre-plus,plus
001b3dae-9398-45c3-b271-aae45e7b07df.17.png,4,0.9999995,6.0000644e-08,3.1392372e-07
003b00c1-d98d-4979-8e83-d032b52064b8.1.png,0,0.9999989,6.675561e-08,9.709324e-07
003b00c1-d98d-4979-8e83-d032b52064b8.1.png,1,0.99999964,4.995488e-08,3.689202e-07
003b00c1-d98d-4979-8e83-d032b52064b8.1.png,2,1.0,1.2241058e-09,1.1134561e-09
003b00c1-d98d-4979-8e83-d032b52064b8.1.png,3,0.99999416,4.229985e-06,1.6176383e-06
003b00c1-d98d-4979-8e83-d032b52064b8.1.png,4,0.9999335,9.560672e-06,5.6921694e-05
003b00c1-d98d-4979-8e83-d032b52064b8.2.png,0,0.9999753,9.1697353e-07,2.371132e-05
003b00c1-d98d-4979-8e83-d032b52064b8.2.png,1,1.0,1.7249846e-10,2.8330366e-08
003b00c1-d98d-4979-8e83-d032b52064b8.2.png,2,1.0,5.7178334e-10,3.6764417e-10
003b00c1-d98d-4979-8e83-d032b52064b8.2.png,3,0.99999964,2.1169271e-07,1.0135375e-07
003b00c1-d98d-4979-8e83-d032b52064b8.2.png,4,0.99999976,8.118894e-08,1.0174657e-07
003b00c1-d98d-4979-8e83-d032b52064b8.24.png,0,0.99999917,1.449712e-07,6.783304e-07
003b00c1-d98d-4979-8e83-d032b52064b8.24.png,1,0.9999995,8.318832e-08,2.9807424e-07
003b00c1-d98d-4979-8e83-d032b52064b8.24.png,2,1.0,2.554915e-11,2.4306874e-11
003b00c1-d98d-4979-8e83-d032b52064b8.24.png,3,0.99999964,2.4660397e-07,1.6767446e-07
003b00c1-d98d-4979-8e83-d032b52064b8.24.png,4,0.99999714,3.5763807e-07,2.5035436e-06
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,0,1.0,2.2748592e-08,3.922125e-09
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,1,1.0,1.9574767e-10,4.878385e-11
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,2,1.0,2.9823173e-12,1.46953e-12
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,3,1.0,6.539684e-09,4.5750412e-09
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,4,0.9999994,9.146003e-08,4.884509e-07
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,0,1.0,3.4552492e-08,2.0449118e-08
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,1,1.0,1.876684e-09,1.404334e-08
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,2,1.0,4.6450892e-11,5.2846404e-11
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,3,0.9999999,1.2192042e-07,5.254192e-09
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,4,0.99999976,1.4120536e-07,9.380308e-08
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,0,0.99999845,1.2897631e-06,2.6361235e-07
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,1,1.0,1.331095e-10,5.6969297e-11
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,2,1.0,3.1500436e-09,5.0681677e-09
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,3,0.99999976,1.13046944e-07,6.267636e-08
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,4,0.9999962,1.8925523e-07,3.5807e-06
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,0,1.0,1.9302495e-09,2.5960858e-10
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,1,1.0,7.4457384e-13,2.1985382e-14
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,2,1.0,1.7431791e-10,1.8261209e-11
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,3,1.0,5.2274775e-11,2.7747572e-11
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,4,1.0,1.3523616e-09,2.0788801e-10
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,0,1.0,2.382691e-08,2.2910008e-08
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,1,1.0,3.620286e-10,8.9706347e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,2,1.0,1.0081475e-10,5.463414e-12
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,3,1.0,6.6133615e-10,2.3369452e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,4,0.9999982,2.3521861e-07,1.561338e-06
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,0,1.0,2.1396346e-08,1.2672153e-08
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,1,1.0,4.686361e-12,4.2235933e-13
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,2,1.0,8.904044e-09,1.7668761e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,3,1.0,5.8098043e-10,6.2618674e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,4,0.99999547,2.4308855e-07,4.2418105e-06
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,0,1.0,3.1363342e-08,2.9931908e-08
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,1,1.0,2.027438e-09,1.2571452e-08
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,2,1.0,9.470841e-09,5.4800897e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,3,1.0,6.0725824e-10,1.0655677e-10
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,4,0.9999974,6.095786e-07,2.0349519e-06
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,0,1.0,1.5347966e-08,1.0581581e-08
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,1,1.0,5.4611617e-09,2.8886693e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,2,1.0,1.5426604e-10,6.6091685e-12
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,3,1.0,4.1844936e-10,3.0331977e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,4,0.9999989,3.2075057e-08,1.0513261e-06
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,0,0.99999917,2.1444079e-07,5.383206e-07
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,1,1.0,1.3943324e-09,1.3555225e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,2,1.0,1.9774351e-08,5.9666005e-10
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,3,1.0,8.520624e-09,1.5050757e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,4,0.9999927,1.17542896e-07,7.1879467e-06
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,0,1.0,1.4291859e-08,2.1740007e-08
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,1,1.0,5.989447e-11,4.5834456e-12
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,2,1.0,9.68129e-11,1.9573563e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,3,1.0,5.994178e-11,3.4273772e-13
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,4,0.999998,6.925018e-07,1.2809685e-06
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,0,0.9999206,2.087942e-06,7.718803e-05
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,1,0.99999666,5.3417462e-08,3.364791e-06
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,2,1.0,1.787949e-09,4.2110152e-08
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,3,0.9999411,7.896221e-06,5.0989936e-05
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,4,0.9998919,1.8220628e-06,0.00010631213
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,0,1.0,6.721535e-09,3.2768703e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,1,1.0,3.788999e-11,2.4608413e-11
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,2,1.0,1.1176904e-09,3.9530556e-11
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,3,1.0,7.447983e-09,9.0814045e-10
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,4,1.0,1.0082302e-10,1.5938535e-10
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,0,1.0,4.8508046e-09,4.6325033e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,1,1.0,2.0888484e-10,8.066772e-11
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,2,1.0,1.670988e-10,5.0642654e-12
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,3,1.0,4.0594283e-09,2.077034e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,4,0.9999999,4.4312994e-08,1.2528848e-07
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,0,1.0,8.360427e-09,5.8702243e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,1,1.0,3.1773953e-10,1.3776411e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,2,1.0,6.196498e-11,1.3197484e-11
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,3,1.0,1.5578477e-09,1.1958794e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,4,0.99999976,1.0590791e-07,7.698537e-08
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,0,0.9998368,1.6822324e-07,0.00016305775
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,1,1.0,3.8189683e-09,4.1549043e-08
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,2,1.0,4.8051712e-11,1.4212413e-10
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,3,0.9999988,2.9464408e-07,9.491356e-07
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,4,0.9999994,4.5576478e-08,5.678127e-07
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,0,0.9999974,6.8751575e-08,2.4605786e-06
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,1,1.0,9.526633e-11,2.2792361e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,2,1.0,4.4165457e-10,1.7426647e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,3,0.99999917,3.1952746e-07,4.371785e-07
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,4,0.9999976,1.3007526e-07,2.2419854e-06
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,0,0.99999976,6.865713e-08,8.205968e-08
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,1,1.0,2.6913574e-11,1.0228933e-10
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,2,1.0,3.309214e-11,1.5730993e-13
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,3,1.0,1.1672498e-10,6.1600347e-12
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,4,0.9999887,4.480671e-08,1.1293976e-05
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,0,1.0,2.0087896e-08,6.213736e-09
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,1,1.0,1.8469419e-11,1.4724746e-10
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,2,1.0,1.8947472e-12,1.6422663e-14
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,3,1.0,1.0016575e-10,3.096822e-12
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,4,0.99999833,7.2103894e-08,1.5678992e-06
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,0,1.0,4.8474473e-09,1.1273571e-09
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,1,1.0,1.9428326e-10,5.399993e-11
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,2,1.0,1.7349958e-10,9.3389726e-14
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,3,1.0,1.634161e-10,3.5096544e-12
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,4,0.99999166,3.6256256e-06,4.712087e-06
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,0,1.0,1.0288191e-08,5.6353533e-10
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,1,1.0,3.7707663e-11,7.497777e-11
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,2,1.0,6.3321375e-12,9.077005e-14
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,3,1.0,1.6770162e-10,1.564235e-12
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,4,0.99999785,8.515116e-07,1.3283087e-06
006cc650-0fcf-4251-bfd3-55984069f870.1.png,0,0.99993014,1.786678e-06,6.802828e-05
006cc650-0fcf-4251-bfd3-55984069f870.1.png,1,0.99998236,1.3089081e-07,1.7544035e-05
006cc650-0fcf-4251-bfd3-55984069f870.1.png,2,0.9999999,1.4991763e-09,8.091532e-08
006cc650-0fcf-4251-bfd3-55984069f870.1.png,3,0.99999976,5.4451043e-08,2.7967675e-07
006cc650-0fcf-4251-bfd3-55984069f870.1.png,4,0.9997551,7.3712306e-07,0.00024417488
006cc650-0fcf-4251-bfd3-55984069f870.10.png,0,0.99999356,1.863763e-08,6.4713327e-06
006cc650-0fcf-4251-bfd3-55984069f870.10.png,1,1.0,1.4842203e-08,4.5973145e-08
006cc650-0fcf-4251-bfd3-55984069f870.10.png,2,1.0,7.4169726e-11,1.05242454e-10
006cc650-0fcf-4251-bfd3-55984069f870.10.png,3,1.0,2.5583748e-09,7.1974093e-10
006cc650-0fcf-4251-bfd3-55984069f870.10.png,4,0.9999964,7.772801e-08,3.5161215e-06
006cc650-0fcf-4251-bfd3-55984069f870.2.png,0,0.9998778,9.171674e-07,0.000121221616
006cc650-0fcf-4251-bfd3-55984069f870.2.png,1,0.99998355,8.276601e-08,1.6334061e-05
006cc650-0fcf-4251-bfd3-55984069f870.2.png,2,0.999987,1.00739975e-07,1.2879619e-05
006cc650-0fcf-4251-bfd3-55984069f870.2.png,3,0.99994814,5.4559005e-06,4.6410278e-05
006cc650-0fcf-4251-bfd3-55984069f870.2.png,4,0.9999809,4.2620595e-08,1.9051851e-05
006cc650-0fcf-4251-bfd3-55984069f870.21.png,0,1.0,7.203992e-09,2.0129653e-09
006cc650-0fcf-4251-bfd3-55984069f870.21.png,1,1.0,7.414137e-09,9.813971e-09
006cc650-0fcf-4251-bfd3-55984069f870.21.png,2,1.0,1.174667e-10,3.4761768e-12
006cc650-0fcf-4251-bfd3-55984069f870.21.png,3,1.0,5.28552e-10,3.1811322e-09
006cc650-0fcf-4251-bfd3-55984069f870.21.png,4,1.0,6.629954e-11,5.230333e-10
006cc650-0fcf-4251-bfd3-55984069f870.28.png,0,1.0,2.0586037e-09,8.000394e-11
006cc650-0fcf-4251-bfd3-55984069f870.28.png,1,1.0,1.0308181e-09,2.5260996e-10
006cc650-0fcf-4251-bfd3-55984069f870.28.png,2,1.0,2.1544364e-10,2.5893e-11
006cc650-0fcf-4251-bfd3-55984069f870.28.png,3,1.0,4.4575934e-09,3.108627e-09
006cc650-0fcf-4251-bfd3-55984069f870.28.png,4,1.0,3.5414036e-10,2.5107394e-09
006cc650-0fcf-4251-bfd3-55984069f870.30.png,0,1.0,7.1507937e-09,1.6141932e-09
006cc650-0fcf-4251-bfd3-55984069f870.30.png,1,1.0,9.986911e-11,1.4099283e-10
006cc650-0fcf-4251-bfd3-55984069f870.30.png,2,1.0,1.8388266e-10,1.8059962e-11
006cc650-0fcf-4251-bfd3-55984069f870.30.png,3,1.0,4.5907117e-10,2.2871344e-10
006cc650-0fcf-4251-bfd3-55984069f870.30.png,4,1.0,8.398862e-10,1.181986e-08
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,0,1.0,4.7546234e-09,4.5909218e-10
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,1,1.0,1.7733594e-08,1.3300862e-08
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,2,1.0,1.8484414e-09,2.2001967e-09
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,3,1.0,1.5285103e-11,5.51012e-12
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,4,1.0,2.7239666e-10,3.1265612e-09
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,0,1.0,5.0187876e-10,6.4496614e-10
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,1,0.9999999,5.758495e-09,8.4821664e-08
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,2,1.0,6.801428e-09,8.514966e-10
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,3,1.0,1.9766261e-10,3.5820144e-10
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,4,1.0,4.301419e-10,3.2442273e-09
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,0,1.0,1.4928278e-09,5.205432e-10
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,1,1.0,1.2262902e-10,2.3350741e-11
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,2,1.0,1.3542459e-09,4.6596287e-09
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,3,1.0,2.0471654e-10,4.287893e-11
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,4,1.0,1.1083184e-08,1.4262667e-08
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,0,1.0,8.1113845e-09,2.1240106e-10
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,1,1.0,1.2832514e-08,3.1770575e-09
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,2,1.0,1.957501e-08,4.8028674e-09
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,3,1.0,1.3539198e-10,6.891445e-11
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,4,1.0,3.6558365e-09,1.705771e-08
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,0,1.0,2.4288768e-10,1.962051e-11
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,1,1.0,3.6439598e-09,3.809872e-10
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,2,1.0,3.2403191e-09,1.681037e-08
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,3,1.0,4.639241e-09,6.2510597e-10
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,4,1.0,8.5219565e-09,2.0930901e-08
00a1b303-785c-481c-b0c0-105e7878a855.1.png,0,0.99999976,1.9593646e-08,2.3337914e-07
00a1b303-785c-481c-b0c0-105e7878a855.1.png,1,1.0,7.003766e-10,7.0207022e-09
00a1b303-785c-481c-b0c0-105e7878a855.1.png,2,1.0,1.576145e-09,7.4659186e-09
00a1b303-785c-481c-b0c0-105e7878a855.1.png,3,1.0,4.2577167e-10,6.36356e-11
00a1b303-785c-481c-b0c0-105e7878a855.1.png,4,0.99999964,1.475265e-07,2.7638387e-07
00a1b303-785c-481c-b0c0-105e7878a855.10.png,0,0.99998975,1.9741071e-07,1.0056882e-05
00a1b303-785c-481c-b0c0-105e7878a855.10.png,1,1.0,4.9320525e-10,2.4766889e-09
00a1b303-785c-481c-b0c0-105e7878a855.10.png,2,1.0,9.56688e-10,9.35092e-09
00a1b303-785c-481c-b0c0-105e7878a855.10.png,3,1.0,5.7474026e-09,8.137588e-09
00a1b303-785c-481c-b0c0-105e7878a855.10.png,4,0.99999833,2.7043305e-07,1.4006895e-06
00a1b303-785c-481c-b0c0-105e7878a855.15.png,0,0.99999833,6.1456404e-07,1.0341914e-06
00a1b303-785c-481c-b0c0-105e7878a855.15.png,1,1.0,1.096133e-09,9.572854e-09
00a1b303-785c-481c-b0c0-105e7878a855.15.png,2,0.9999999,8.213701e-09,1.7532248e-07
00a1b303-785c-481c-b0c0-105e7878a855.15.png,3,1.0,1.7955402e-08,7.243563e-09
00a1b303-785c-481c-b0c0-105e7878a855.15.png,4,0.99998677,5.3024346e-06,7.946472e-06
00a1b303-785c-481c-b0c0-105e7878a855.2.png,0,0.9999982,7.834988e-08,1.6137003e-06
00a1b303-785c-481c-b0c0-105e7878a855.2.png,1,1.0,4.7100253e-09,2.0296715e-08
00a1b303-785c-481c-b0c0-105e7878a855.2.png,2,0.9999999,4.811614e-09,7.298819e-08
00a1b303-785c-481c-b0c0-105e7878a855.2.png,3,1.0,7.842084e-09,5.288048e-11
00a1b303-785c-481c-b0c0-105e7878a855.2.png,4,0.99999666,1.1799762e-06,2.1435042e-06
00a1b303-785c-481c-b0c0-105e7878a855.26.png,0,1.0,1.0678374e-08,2.8471533e-08
00a1b303-785c-481c-b0c0-105e7878a855.26.png,1,1.0,6.033574e-09,4.8658815e-09
00a1b303-785c-481c-b0c0-105e7878a855.26.png,2,1.0,2.3033377e-09,9.908215e-10
00a1b303-785c-481c-b0c0-105e7878a855.26.png,3,1.0,1.3136471e-09,1.15505504e-11
00a1b303-785c-481c-b0c0-105e7878a855.26.png,4,1.0,3.7987014e-08,8.376884e-09
00a1b303-785c-481c-b0c0-105e7878a855.3.png,0,0.9999982,3.9419888e-07,1.4465778e-06
00a1b303-785c-481c-b0c0-105e7878a855.3.png,1,0.9999999,2.191273e-08,9.0239666e-08
00a1b303-785c-481c-b0c0-105e7878a855.3.png,2,0.9999999,1.0056595e-08,6.674307e-08
00a1b303-785c-481c-b0c0-105e7878a855.3.png,3,1.0,2.9634636e-08,2.3311414e-10
00a1b303-785c-481c-b0c0-105e7878a855.3.png,4,0.9999908,1.9643653e-06,7.2490084e-06
00b4293d-2178-43b1-a280-025f78f5b106.1.png,0,1.0,2.7864983e-08,4.8202697e-08
00b4293d-2178-43b1-a280-025f78f5b106.1.png,1,1.0,7.953946e-10,1.532216e-09
00b4293d-2178-43b1-a280-025f78f5b106.1.png,2,1.0,5.1861637e-11,1.1045451e-12
00b4293d-2178-43b1-a280-025f78f5b106.1.png,3,1.0,5.6664216e-08,1.7657239e-09
00b4293d-2178-43b1-a280-025f78f5b106.1.png,4,1.0,1.2654949e-09,3.369818e-08
00b4293d-2178-43b1-a280-025f78f5b106.13.png,0,0.99999976,1.2688403e-08,1.8448503e-07
00b4293d-2178-43b1-a280-025f78f5b106.13.png,1,1.0,1.845302e-10,1.9906894e-10
00b4293d-2178-43b1-a280-025f78f5b106.13.png,2,1.0,2.0912644e-10,8.889856e-13
00b4293d-2178-43b1-a280-025f78f5b106.13.png,3,1.0,2.4758588e-08,4.162898e-09
00b4293d-2178-43b1-a280-025f78f5b106.13.png,4,1.0,1.4477713e-08,4.0019714e-08
00b4293d-2178-43b1-a280-025f78f5b106.15.png,0,1.0,1.8436925e-08,3.0838943e-09
00b4293d-2178-43b1-a280-025f78f5b106.15.png,1,1.0,3.1166045e-10,9.623733e-12
00b4293d-2178-43b1-a280-025f78f5b106.15.png,2,1.0,1.2693439e-12,1.19663385e-14
00b4293d-2178-43b1-a280-025f78f5b106.15.png,3,1.0,9.612993e-10,2.1385218e-11
00b4293d-2178-43b1-a280-025f78f5b106.15.png,4,0.9999999,2.9853207e-09,1.7701059e-07
00b4293d-2178-43b1-a280-025f78f5b106.16.png,0,1.0,3.1227962e-08,1.0253437e-08
00b4293d-2178-43b1-a280-025f78f5b106.16.png,1,1.0,3.4948933e-11,2.6624321e-12
00b4293d-2178-43b1-a280-025f78f5b106.16.png,2,1.0,2.0693933e-10,1.454556e-11
00b4293d-2178-43b1-a280-025f78f5b106.16.png,3,1.0,6.562625e-09,1.8500392e-09
00b4293d-2178-43b1-a280-025f78f5b106.16.png,4,1.0,2.303987e-10,1.47214765e-08
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,0,0.99999976,1.0471338e-07,9.0234145e-08
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,1,1.0,6.9951187e-09,3.0218479e-09
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,2,1.0,8.915408e-10,3.2132924e-10
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,3,0.9999995,2.5134503e-07,2.2120598e-07
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,4,0.99999714,1.2210936e-06,1.6507379e-06
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,0,0.9999982,1.2018701e-06,5.768528e-07
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,1,0.99999976,1.1550609e-08,1.819657e-07
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,2,1.0,1.5009304e-09,3.22472e-09
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,3,1.0,1.0710418e-08,2.2021772e-10
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,4,1.0,4.5013895e-09,1.3210676e-08
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,0,0.99999976,8.62294e-08,1.6192826e-07
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,1,1.0,2.5299098e-09,2.455348e-10
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,2,0.9999938,2.8669015e-07,5.915098e-06
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,3,1.0,1.2752848e-08,5.305582e-09
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,4,0.99995255,7.419862e-07,4.67246e-05
00e3e135-5d0e-41d9-835a-1797011cc2b0.52.png,0,1.0,3.0587646e-08,2.4125704e-09
00e3e135-5d0e-41d9-835a-1797011cc2b0.52.png,1,1.0,2.8868627e-09,9.77336e-09
00e3e135-5d0e-41d9-835a-1797011cc2b0.52.png,2,0.99999964,1.5150596e-07,2.9722153e-07
00e3e135-5d0e-41d9-835a-1797011cc2b0.52.png,3,1.0,1.6331358e-10,2.0132169e-11
00e3e135-5d0e-41d9-835a-1797011cc2b0.52.png,4,0.9999999,5.3503083e-08,9.404046e-08
00e3e135-5d0e-41d9-835a-1797011cc2b0.53.png,0,0.99999976,2.6591737e-08,2.4489154e-07
