file,model,normal,pre-plus,plus
003b00c1-d98d-4979-8e83-d032b52064b8.24.png,1,1.0,1.45144305e-08,3.867563e-08
003b00c1-d98d-4979-8e83-d032b52064b8.24.png,2,1.0,3.1160074e-08,2.0338954e-12
003b00c1-d98d-4979-8e83-d032b52064b8.24.png,3,1.0,7.3501982e-09,5.060751e-12
003b00c1-d98d-4979-8e83-d032b52064b8.24.png,4,0.9999999,7.091198e-08,1.15866976e-10
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,0,0.9999981,1.8999569e-06,2.3674551e-09
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,1,0.99999964,3.458207e-07,6.6812764e-11
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,2,0.99999714,2.9099724e-06,5.71688e-10
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,3,0.9999999,1.2362611e-07,1.0016436e-11
003b00c1-d98d-4979-8e83-d032b52064b8.28.png,4,0.9999994,5.5210614e-07,2.6327427e-08
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,0,1.0,4.3280338e-10,1.1986734e-11
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,1,1.0,6.1578356e-09,1.409187e-09
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,2,1.0,1.5271691e-08,2.7837357e-12
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,3,1.0,8.73164e-09,2.4888898e-11
003b00c1-d98d-4979-8e83-d032b52064b8.3.png,4,1.0,3.2361251e-09,4.7692533e-10
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,0,0.99999964,3.133629e-07,1.27959945e-08
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,1,0.99999917,7.8641636e-07,9.902014e-09
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,2,0.9998479,0.00015209668,1.2593411e-09
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,3,0.99999964,3.1722638e-07,5.847174e-11
003b00c1-d98d-4979-8e83-d032b52064b8.37.png,4,0.9999989,1.0373114e-06,2.7949106e-08
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,0,0.999969,3.105005e-05,1.04731735e-11
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,1,0.905064,0.09493541,6.8776245e-07
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,2,0.99990153,9.8511126e-05,3.5227096e-11
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,3,0.99998605,1.3984347e-05,3.7433848e-10
003b00c1-d98d-4979-8e83-d032b52064b8.42.png,4,0.9955278,0.004472251,1.4584328e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,0,0.99999964,3.7634294e-07,5.313002e-13
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,1,0.9999999,1.5334659e-07,9.180249e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,2,1.0,6.6836554e-09,1.6731988e-13
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,3,0.99999905,9.440651e-07,4.3849285e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.1.png,4,0.99999976,1.993863e-07,2.609759e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,0,0.99999964,3.359512e-07,9.015116e-13
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,1,0.9999974,2.6267164e-06,3.725294e-13
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,2,1.0,4.214414e-08,2.0361729e-13
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,3,0.9999999,6.79719e-08,6.260373e-15
005298c4-e259-4a27-b8c2-3291573c2f0d.12.png,4,1.0,1.7558008e-08,4.816467e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,0,0.9999933,6.617786e-06,1.2036558e-10
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,1,0.9999993,7.4336236e-07,2.4933757e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,2,0.99999917,8.2342126e-07,1.1466519e-10
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,3,0.99999595,4.0705672e-06,5.513523e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.19.png,4,0.9999993,6.286864e-07,1.3215738e-07
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,0,0.9999976,2.415156e-06,4.9739093e-14
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,1,0.9999999,9.5819175e-08,3.5181354e-14
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,2,0.9999999,9.1043404e-08,1.4784672e-12
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,3,0.9999989,1.0508679e-06,2.4980377e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.2.png,4,0.99999976,2.657456e-07,4.6079265e-12
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,0,0.9999999,9.499828e-08,4.3517525e-12
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,1,0.9999995,4.7076884e-07,9.922427e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,2,0.9999999,1.2815958e-07,2.2866401e-11
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,3,0.99999714,2.8352315e-06,1.5332932e-09
005298c4-e259-4a27-b8c2-3291573c2f0d.20.png,4,0.9999999,1.17771066e-07,4.510914e-08
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,0,1.0,1.585396e-08,4.214496e-15
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,1,1.0,2.8331109e-09,1.0437775e-12
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,2,1.0,1.770013e-09,1.3985824e-14
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,3,0.9999999,7.480575e-08,5.444738e-13
005298c4-e259-4a27-b8c2-3291573c2f0d.7.png,4,0.9999999,1.1320771e-07,7.193195e-10
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,0,1.0,1.45224055e-08,1.6510937e-08
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,1,0.9997476,0.00024072907,1.1677507e-05
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,2,0.99998975,1.0263729e-05,5.8177316e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,3,0.9999814,1.8566065e-05,9.49905e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.1.png,4,0.99831283,0.00039598803,0.0012912296
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,0,1.0,8.195486e-09,3.4253826e-14
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,1,1.0,3.0654097e-09,8.735579e-15
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,2,1.0,1.0911522e-08,2.0556058e-13
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,3,0.9999995,4.81014e-07,2.3791984e-11
00602aa1-1f3b-483f-abe9-76cf87f97e02.13.png,4,1.0,3.8780503e-09,1.6201563e-12
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,0,1.0,5.519764e-09,1.7582949e-11
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,1,1.0,1.9763084e-11,2.3152465e-14
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,2,1.0,1.2707491e-08,5.7068857e-13
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,3,0.9999999,1.02566304e-07,2.1241307e-11
00602aa1-1f3b-483f-abe9-76cf87f97e02.14.png,4,0.9999999,1.5400757e-07,5.0794315e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,0,1.0,1.8502934e-09,9.843102e-13
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,1,1.0,3.1343202e-11,7.047675e-15
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,2,0.99999964,4.0026285e-07,2.8853229e-11
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,3,1.0,3.225532e-09,1.4919017e-14
00602aa1-1f3b-483f-abe9-76cf87f97e02.15.png,4,1.0,2.1757886e-08,2.4937427e-10
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,0,0.9999974,2.666992e-06,1.12448575e-08
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,1,0.9999999,5.2407426e-08,1.2106928e-07
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,2,0.99999917,8.267063e-07,2.7737931e-10
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,3,0.9999951,4.877206e-06,8.055374e-10
00602aa1-1f3b-483f-abe9-76cf87f97e02.2.png,4,0.99995065,4.4946908e-05,4.4165267e-06
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,0,1.0,3.4751963e-08,6.808598e-11
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,1,1.0,1.8689834e-08,8.210944e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,2,0.99995947,4.04859e-05,1.1048896e-09
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,3,0.9999994,6.1475464e-07,3.695795e-10
00602aa1-1f3b-483f-abe9-76cf87f97e02.26.png,4,0.9999318,6.733351e-05,8.158628e-07
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,0,0.99999976,2.5277345e-07,1.4261906e-11
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,1,0.9934714,0.0065286416,4.6174597e-10
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,2,0.9999906,9.433663e-06,1.2396589e-11
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,3,0.9972621,0.0027378385,5.486023e-10
0060e196-7c28-4d7f-aa90-bce370c471f4.1.png,4,0.8863443,0.11365572,3.1097762e-09
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,0,0.9999995,4.834592e-07,1.9069063e-12
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,1,0.15430629,0.84569365,6.7090773e-09
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,2,0.9945833,0.0054166783,8.438912e-11
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,3,0.18197794,0.8180217,4.3186077e-07
0060e196-7c28-4d7f-aa90-bce370c471f4.13.png,4,0.0058687828,0.9941301,1.0345847e-06
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,0,0.9999975,2.4551052e-06,9.85284e-14
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,1,0.99984765,0.00015238237,6.3093517e-09
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,2,0.99998367,1.62794e-05,9.87839e-10
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,3,0.9999988,1.1600983e-06,3.0621523e-12
0060e196-7c28-4d7f-aa90-bce370c471f4.21.png,4,0.9994808,0.0005192509,3.003093e-12
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,0,0.9999993,6.729965e-07,5.643956e-17
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,1,0.9999701,2.991285e-05,1.980449e-11
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,2,0.99999917,8.7371814e-07,9.044275e-12
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,3,0.9999999,7.7480045e-08,1.3737594e-14
0060e196-7c28-4d7f-aa90-bce370c471f4.27.png,4,0.9999975,2.461893e-06,1.0795642e-13
006cc650-0fcf-4251-bfd3-55984069f870.1.png,0,1.0,6.068585e-11,6.908362e-13
006cc650-0fcf-4251-bfd3-55984069f870.1.png,1,1.0,4.9706642e-08,5.1583e-09
006cc650-0fcf-4251-bfd3-55984069f870.1.png,2,0.99999964,3.431403e-07,5.515965e-12
006cc650-0fcf-4251-bfd3-55984069f870.1.png,3,1.0,1.7008233e-08,4.255506e-11
006cc650-0fcf-4251-bfd3-55984069f870.1.png,4,0.9999778,2.2205868e-05,1.5470684e-08
006cc650-0fcf-4251-bfd3-55984069f870.10.png,0,0.9999993,6.922994e-07,3.3543337e-09
006cc650-0fcf-4251-bfd3-55984069f870.10.png,1,1.0,5.1265524e-12,1.0681122e-12
006cc650-0fcf-4251-bfd3-55984069f870.10.png,2,1.0,5.194488e-08,7.49703e-12
006cc650-0fcf-4251-bfd3-55984069f870.10.png,3,0.99999976,2.358605e-07,3.8599655e-11
006cc650-0fcf-4251-bfd3-55984069f870.10.png,4,0.9999999,1.2598173e-07,2.0919044e-08
006cc650-0fcf-4251-bfd3-55984069f870.2.png,0,0.99999964,2.993628e-07,2.6018627e-08
006cc650-0fcf-4251-bfd3-55984069f870.2.png,1,0.9999975,2.532104e-06,1.4000993e-08
006cc650-0fcf-4251-bfd3-55984069f870.2.png,2,0.9999403,5.967135e-05,5.554605e-08
006cc650-0fcf-4251-bfd3-55984069f870.2.png,3,0.9999949,5.102115e-06,8.3782155e-09
006cc650-0fcf-4251-bfd3-55984069f870.2.png,4,0.98436105,0.015354379,0.00028453185
006cc650-0fcf-4251-bfd3-55984069f870.21.png,0,0.9999981,1.9436502e-06,3.4793689e-15
006cc650-0fcf-4251-bfd3-55984069f870.21.png,1,0.9999999,1.7331529e-07,1.4083672e-13
006cc650-0fcf-4251-bfd3-55984069f870.21.png,2,0.99999416,5.8113674e-06,1.3571715e-11
006cc650-0fcf-4251-bfd3-55984069f870.21.png,3,1.0,1.4431671e-08,1.1170424e-13
006cc650-0fcf-4251-bfd3-55984069f870.21.png,4,0.99999976,2.3234382e-07,2.7286329e-12
006cc650-0fcf-4251-bfd3-55984069f870.28.png,0,0.9999968,3.1957775e-06,3.155961e-14
006cc650-0fcf-4251-bfd3-55984069f870.28.png,1,0.99999976,1.8748302e-07,2.2487704e-13
006cc650-0fcf-4251-bfd3-55984069f870.28.png,2,0.9999976,2.4383844e-06,4.2690563e-11
006cc650-0fcf-4251-bfd3-55984069f870.28.png,3,0.9999993,7.2041524e-07,8.472668e-12
006cc650-0fcf-4251-bfd3-55984069f870.28.png,4,1.0,4.144093e-08,1.12515254e-10
006cc650-0fcf-4251-bfd3-55984069f870.30.png,0,1.0,7.581074e-09,1.2762136e-13
006cc650-0fcf-4251-bfd3-55984069f870.30.png,1,1.0,2.9767481e-08,1.3985166e-13
006cc650-0fcf-4251-bfd3-55984069f870.30.png,2,0.99999833,1.6169648e-06,7.952776e-11
006cc650-0fcf-4251-bfd3-55984069f870.30.png,3,0.99999976,2.210858e-07,1.463393e-12
006cc650-0fcf-4251-bfd3-55984069f870.30.png,4,0.9999999,1.01425705e-07,3.5192296e-10
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,0,0.9999999,1.694463e-07,4.3226062e-13
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,1,1.0,6.074456e-11,3.0282891e-15
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,2,1.0,5.4230673e-09,1.6883589e-13
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,3,1.0,1.2517294e-10,1.077835e-16
009a8aff-80bc-425a-882d-b0e1d55e02b1.1.png,4,1.0,6.373235e-09,1.2778247e-15
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,0,0.99999964,4.0457456e-07,5.236272e-13
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,1,1.0,8.079125e-10,7.0600093e-12
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,2,1.0,1.1248319e-08,4.3615228e-13
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,3,1.0,4.869772e-09,9.666305e-15
009a8aff-80bc-425a-882d-b0e1d55e02b1.11.png,4,0.9999999,1.487517e-07,1.5198664e-12
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,0,0.9999995,4.4932472e-07,1.2487486e-13
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,1,0.9999999,1.754292e-07,1.0288665e-11
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,2,0.99999905,9.778844e-07,8.948816e-12
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,3,1.0,1.7105442e-08,3.0157368e-14
009a8aff-80bc-425a-882d-b0e1d55e02b1.16.png,4,0.9999999,8.610434e-08,2.3615768e-14
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,0,0.9999974,2.6309433e-06,2.0410066e-11
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,1,0.99999976,2.928456e-07,5.3218167e-13
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,2,0.99998224,1.7794853e-05,6.624701e-12
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,3,0.9999999,1.212611e-07,2.7158123e-13
009a8aff-80bc-425a-882d-b0e1d55e02b1.24.png,4,0.9999995,4.2924654e-07,6.253968e-13
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,0,0.9999924,7.643657e-06,3.1258305e-11
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,1,0.99996805,3.1998406e-05,2.998339e-09
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,2,0.9999496,5.0472594e-05,1.0947008e-09
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,3,1.0,3.8782666e-08,6.101678e-14
009a8aff-80bc-425a-882d-b0e1d55e02b1.30.png,4,0.9999863,1.3734312e-05,2.140982e-11
00a1b303-785c-481c-b0c0-105e7878a855.1.png,0,0.99865794,0.0013419136,7.16259e-08
00a1b303-785c-481c-b0c0-105e7878a855.1.png,1,1.0,4.9648627e-09,2.9673392e-11
00a1b303-785c-481c-b0c0-105e7878a855.1.png,2,0.99999976,2.0452127e-07,1.8823296e-09
00a1b303-785c-481c-b0c0-105e7878a855.1.png,3,1.0,1.4105551e-10,5.2211094e-15
00a1b303-785c-481c-b0c0-105e7878a855.1.png,4,0.99870193,0.001298047,1.7440512e-09
00a1b303-785c-481c-b0c0-105e7878a855.10.png,0,0.9959632,0.004036439,3.220616e-07
00a1b303-785c-481c-b0c0-105e7878a855.10.png,1,0.99999523,4.4898547e-06,2.20904e-07
00a1b303-785c-481c-b0c0-105e7878a855.10.png,2,0.99999774,2.2673623e-06,8.652156e-10
00a1b303-785c-481c-b0c0-105e7878a855.10.png,3,1.0,2.04641e-08,8.9226413e-13
00a1b303-785c-481c-b0c0-105e7878a855.10.png,4,0.99920255,0.00079741725,8.386809e-09
00a1b303-785c-481c-b0c0-105e7878a855.15.png,0,0.9999865,1.3382936e-05,8.48236e-08
00a1b303-785c-481c-b0c0-105e7878a855.15.png,1,0.9999701,1.7151544e-05,1.2742055e-05
00a1b303-785c-481c-b0c0-105e7878a855.15.png,2,1.0,1.32727065e-08,1.07013565e-11
00a1b303-785c-481c-b0c0-105e7878a855.15.png,3,1.0,3.3146705e-08,7.162369e-09
00a1b303-785c-481c-b0c0-105e7878a855.15.png,4,0.99999154,8.434334e-06,5.9919394e-09
00a1b303-785c-481c-b0c0-105e7878a855.2.png,0,0.999923,7.6907156e-05,1.1908676e-07
00a1b303-785c-481c-b0c0-105e7878a855.2.png,1,0.99999976,7.288551e-08,9.583361e-08
00a1b303-785c-481c-b0c0-105e7878a855.2.png,2,1.0,1.5275976e-08,2.6061361e-11
00a1b303-785c-481c-b0c0-105e7878a855.2.png,3,1.0,1.3755722e-09,2.0380778e-12
00a1b303-785c-481c-b0c0-105e7878a855.2.png,4,0.99894124,0.0010586582,6.0763384e-08
00a1b303-785c-481c-b0c0-105e7878a855.26.png,0,0.99999833,1.6480784e-06,1.2143054e-11
00a1b303-785c-481c-b0c0-105e7878a855.26.png,1,0.99339265,0.006607379,3.1300104e-10
00a1b303-785c-481c-b0c0-105e7878a855.26.png,2,0.99999774,2.2057013e-06,1.6458137e-12
00a1b303-785c-481c-b0c0-105e7878a855.26.png,3,0.9999957,4.3499053e-06,2.552168e-10
00a1b303-785c-481c-b0c0-105e7878a855.26.png,4,0.9997603,0.00023962469,3.4766534e-10
00a1b303-785c-481c-b0c0-105e7878a855.3.png,0,0.9999969,3.050526e-06,2.8897446e-10
00a1b303-785c-481c-b0c0-105e7878a855.3.png,1,0.9999924,1.3428457e-06,6.293818e-06
00a1b303-785c-481c-b0c0-105e7878a855.3.png,2,0.99999976,2.4287084e-07,4.3493857e-09
00a1b303-785c-481c-b0c0-105e7878a855.3.png,3,0.99999976,9.020094e-08,7.306479e-08
00a1b303-785c-481c-b0c0-105e7878a855.3.png,4,0.998307,0.0016926363,3.0608535e-07
00b4293d-2178-43b1-a280-025f78f5b106.1.png,0,0.99999726,2.743157e-06,1.1511277e-12
00b4293d-2178-43b1-a280-025f78f5b106.1.png,1,1.0,1.4270014e-08,4.182369e-11
00b4293d-2178-43b1-a280-025f78f5b106.1.png,2,0.9999958,4.2019396e-06,2.9036643e-10
00b4293d-2178-43b1-a280-025f78f5b106.1.png,3,0.99999964,4.0381482e-07,1.2470956e-11
00b4293d-2178-43b1-a280-025f78f5b106.1.png,4,1.0,4.4633594e-10,1.0621089e-16
00b4293d-2178-43b1-a280-025f78f5b106.13.png,0,0.99999976,2.7680701e-07,8.862013e-11
00b4293d-2178-43b1-a280-025f78f5b106.13.png,1,0.99999976,2.2134044e-07,2.453889e-08
00b4293d-2178-43b1-a280-025f78f5b106.13.png,2,0.9999987,1.3128747e-06,2.2669417e-09
00b4293d-2178-43b1-a280-025f78f5b106.13.png,3,1.0,2.4141274e-08,1.6359666e-10
00b4293d-2178-43b1-a280-025f78f5b106.13.png,4,1.0,1.9348837e-08,1.0229489e-12
00b4293d-2178-43b1-a280-025f78f5b106.15.png,0,0.9999999,9.811916e-08,2.1114683e-14
00b4293d-2178-43b1-a280-025f78f5b106.15.png,1,0.9999999,6.7214735e-08,3.3295258e-10
00b4293d-2178-43b1-a280-025f78f5b106.15.png,2,0.9997427,0.0002573502,2.5234477e-09
00b4293d-2178-43b1-a280-025f78f5b106.15.png,3,0.99999976,2.89927e-07,1.4155975e-10
00b4293d-2178-43b1-a280-025f78f5b106.15.png,4,1.0,1.9927722e-09,2.5012726e-11
00b4293d-2178-43b1-a280-025f78f5b106.16.png,0,0.99999833,1.6928523e-06,1.239252e-12
00b4293d-2178-43b1-a280-025f78f5b106.16.png,1,0.99999976,2.2974778e-07,3.684765e-11
00b4293d-2178-43b1-a280-025f78f5b106.16.png,2,0.99989986,0.00010014085,2.4656712e-09
00b4293d-2178-43b1-a280-025f78f5b106.16.png,3,0.99999976,2.5992455e-07,2.728563e-10
00b4293d-2178-43b1-a280-025f78f5b106.16.png,4,0.9999999,8.027721e-08,2.3459842e-11
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,0,0.9999956,4.429772e-06,2.8324633e-11
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,1,1.0,9.457839e-10,1.8798136e-14
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,2,0.99999964,3.2105484e-07,3.6931708e-12
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,3,0.9999999,1.2525872e-07,8.1715674e-14
00e3e135-5d0e-41d9-835a-1797011cc2b0.1.png,4,0.9999964,3.5267778e-06,1.1260926e-11
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,0,0.99999917,8.23177e-07,4.306992e-09
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,1,1.0,4.0678047e-10,1.1018832e-12
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,2,1.0,3.3205616e-08,5.2454585e-10
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,3,1.0,5.5723164e-09,8.958247e-13
00e3e135-5d0e-41d9-835a-1797011cc2b0.19.png,4,0.9999994,5.784947e-07,3.2092173e-10
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,0,0.988519,0.011480951,3.4244232e-09
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,1,1.0,3.2030645e-08,2.2452053e-13
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,2,0.999944,5.599871e-05,5.709571e-13
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,3,0.99999976,2.0596796e-07,2.376862e-12
00e3e135-5d0e-41d9-835a-1797011cc2b0.24.png,4,0.9999267,7.327992e-05,2.981503e-11
00e3e135-5d0e-41d9-835a-1797011cc2b0.52.png,0,0.99999833,1.6116272e-06,1.2686205e-12
00e3e135-5d0e-41d9-835a-1797011cc2b0.52.png,1,1.0,2.091071e-08,1.796637e-11
00e3e135-5d0e-41d9-835a-1797011cc2b0.52.png,2,0.99999917,8.889706e-07,6.195572e-11
00e3e135-5d0e-41d9-835a-1797011cc2b0.52.png,3,0.99999976,2.6393494e-07,8.0418555e-14
